order_id,gender_category,product_line,product_name,size,units_sold,price,discount_applied,revenue,order_date,sales_channel,region,profit
2031,Kids,Running,Pegasus Turbo,3,0.0,3360.35,0.15,0.0,2024-03-15,Retail,Delhi,1282.69
3736,Men,Training,ZoomX Invincible,2,1.0,6594.948909090909,0.38,0.0,2024-09-19,Retail,Pune,-1171.61
3737,Kids,Basketball,Air Jordan,12,0.0,6064.126491228069,0,0.0,2024-09-19,Retail,Pune,690.1
3738,Men,Soccer,Premier III,11,1.0,6968.08,0.02,6828.72,2025-03-30,Online,Delhi,-673.94
3739,Women,Training,SuperRep Go,11,-1.0,5050.05,0,0.0,2025-01-13,Online,Kolkata,3928.19
3741,Kids,Lifestyle,Air Force 1,3,2.0,8927.22,0.2,14283.55,2025-07-13,Retail,Kolkata,821.32
3750,Kids,Training,Metcon 7,7,-1.0,6019.014594594595,0,0.0,2024-12-21,Retail,Bangalore,1566.16
3751,Kids,Lifestyle,Air Force 1,4,-1.0,6194.755901639345,0.4,0.0,2024-12-21,Retail,Delhi,-399.23
3754,Kids,Running,Free RN,3,3.0,4288.27,0,0.0,2024-09-29,Online,Bangalore,828.22
3755,Women,Soccer,Phantom GT,8,4.0,2342.16,0.25,7026.48,2025-04-20,Retail,Mumbai,1007.0
3758,Kids,Running,Pegasus Turbo,2,3.0,4306.67,0,0.0,2025-05-10,Retail,Delhi,-233.45
3759,Women,Basketball,LeBron 20,12,0.0,9605.6,0.81,0.0,2025-02-03,Online,Hyderabad,1611.59
3761,Women,Basketball,Zoom Freak,3,4.0,2972.38,0.14,10224.99,2024-11-18,Online,Hyderabad,2569.74
3762,Men,Lifestyle,Air Force 1,9,1.0,2725.1,0,0.0,2025-07-06,Retail,Mumbai,-997.11
3763,Kids,Basketball,LeBron 20,11,0.0,6092.007142857143,0,0.0,2025-03-04,Retail,Hyderabad,3671.32
3764,Men,Lifestyle,Blazer Mid,10,2.0,3953.6,0,0.0,2024-02-22,Online,Kolkata,528.86
3765,Kids,Running,Pegasus Turbo,2,3.0,6047.902291666666,0.44,0.0,2024-09-02,Online,Hyderabad,3376.32
3770,Women,Running,Free RN,2,4.0,6094.6030612244895,0.36,0.0,2024-02-03,Retail,Mumbai,3784.67
3771,Kids,Basketball,Kyrie Flytrap,4,-1.0,3388.26,0,0.0,2024-09-02,Retail,Delhi,2376.36
3772,Women,Soccer,Mercurial Superfly,4,3.0,8140.47,0,0.0,2024-11-23,Retail,Pune,3115.97
3777,Men,Training,SuperRep Go,4,-1.0,5628.213958333334,0,0.0,2025-06-05,Retail,Hyderabad,2781.77
3780,Women,Soccer,Tiempo Legend,4,0.0,5054.63,0.21,0.0,2024-12-17,Online,Pune,3818.72
3783,Women,Running,React Infinity,2,2.0,8500.65,0,0.0,2025-02-22,Online,Mumbai,3344.47
3784,Kids,Training,SuperRep Go,10,0.0,5628.213958333334,0,0.0,2025-07-07,Retail,Pune,2743.21
3785,Kids,Lifestyle,Blazer Mid,4,3.0,6464.0,0.45,10665.6,2025-07-07,Retail,Delhi,698.11
3789,Women,Lifestyle,Air Force 1,4,2.0,2738.79,0,0.0,2024-08-11,Retail,Hyderabad,863.29
3794,Men,Training,Flex Trainer,4,3.0,9360.87,0,0.0,2025-04-18,Online,Pune,125.97
3795,Men,Soccer,Phantom GT,2,4.0,6263.1849999999995,1.03,0.0,2024-09-20,Retail,Hyderabad,2418.53
3799,Men,Basketball,Air Jordan,4,3.0,7881.86,0,0.0,2025-05-24,Retail,Mumbai,830.72
3804,Women,Basketball,Kyrie Flytrap,4,2.0,5620.632222222222,0,0.0,2025-04-26,Retail,Hyderabad,2486.45
3805,Women,Lifestyle,Dunk Low,2,0.0,6179.874130434783,0.75,0.0,2024-08-11,Retail,Bangalore,2727.66
3808,Kids,Running,Free RN,2,0.0,6094.6030612244895,0.93,0.0,2025-05-11,Online,Kolkata,1363.94
3809,Women,Running,Air Zoom,11,-1.0,5842.576458333334,0,0.0,2024-02-13,Retail,Kolkata,3564.78
3811,Women,Running,React Infinity,4,0.0,5706.6,0,0.0,2024-09-28,Online,Bangalore,1397.86
3812,Kids,Training,ZoomX Invincible,3,0.0,9321.19,0,0.0,2024-11-01,Online,Kolkata,818.49
3813,Men,Lifestyle,Waffle One,2,3.0,5619.815833333333,0,0.0,2025-05-09,Online,Mumbai,-921.98
3814,Kids,Lifestyle,Dunk Low,2,-1.0,9668.47,0,0.0,2024-12-25,Retail,Kolkata,3718.8
3815,Women,Training,Flex Trainer,9,3.0,5957.5976190476185,0,0.0,2025-04-16,Online,Kolkata,1224.44
3817,Kids,Basketball,Kyrie Flytrap,4,-1.0,5620.632222222222,0.61,0.0,2024-10-30,Retail,Mumbai,623.82
3818,Women,Basketball,LeBron 20,3,1.0,6092.007142857143,1.08,0.0,2024-10-30,Retail,Pune,1201.41
3819,Kids,Basketball,Zoom Freak,2,3.0,7171.03,0,0.0,2025-05-27,Retail,Kolkata,2723.0
3821,Women,Lifestyle,Air Force 1,3,-1.0,7539.55,0,0.0,2024-10-19,Retail,Kolkata,-17.8
3823,Men,Running,Air Zoom,3,-1.0,5842.576458333334,0.14,0.0,2024-10-19,Online,Bangalore,531.93
3827,Kids,Soccer,Phantom GT,2,2.0,6263.1849999999995,0,0.0,2024-10-08,Online,Delhi,-356.71
3830,Kids,Soccer,Phantom GT,3,2.0,3664.1,0,0.0,2024-09-04,Retail,Hyderabad,3188.23
3831,Men,Running,Air Zoom,3,0.0,3231.05,0,0.0,2025-04-26,Online,Bangalore,504.5
3835,Men,Running,Free RN,11,1.0,6094.6030612244895,0,0.0,2025-03-23,Retail,Pune,2281.47
2028,Women,Running,Pegasus Turbo,8,0.0,6047.902291666666,1.02,0.0,2025-02-20,Online,Delhi,-417.11
3840,Men,Soccer,Phantom GT,7,0.0,6263.1849999999995,0,0.0,2025-03-20,Retail,Pune,-313.26
3842,Men,Soccer,Tiempo Legend,2,-1.0,5638.320256410257,1.22,0.0,2024-09-14,Retail,Mumbai,3506.47
3843,Women,Training,SuperRep Go,2,2.0,5628.213958333334,0,0.0,2024-09-14,Online,Hyderabad,2882.29
3844,Women,Training,Metcon 7,2,1.0,6019.014594594595,0.32,0.0,2024-08-29,Online,Mumbai,1073.8
3849,Men,Training,Metcon 7,4,1.0,6019.014594594595,0,0.0,2025-07-11,Online,Pune,-671.09
2045,Kids,Running,Pegasus Turbo,3,1.0,4891.02,0,0.0,2025-06-16,Online,Kolkata,-473.08
3853,Women,Training,Flex Trainer,3,1.0,7753.56,0,0.0,2024-10-17,Online,Kolkata,2754.32
3854,Women,Training,Flex Trainer,3,3.0,9569.02,0,0.0,2024-10-17,Online,Bangalore,3535.19
3858,Kids,Lifestyle,Waffle One,3,2.0,5619.815833333333,0.87,0.0,2024-09-07,Online,Bangalore,-485.83
3859,Kids,Lifestyle,Blazer Mid,2,3.0,5995.4456451612905,0,0.0,2024-11-20,Retail,Mumbai,2907.33
3860,Men,Basketball,LeBron 20,7,3.0,6092.007142857143,0,0.0,2025-04-04,Online,Mumbai,3441.46
3861,Men,Basketball,Air Jordan,6,4.0,6064.126491228069,0.46,0.0,2025-04-04,Retail,Hyderabad,419.79
3862,Kids,Lifestyle,Dunk Low,3,1.0,6179.874130434783,0.61,0.0,2023-11-17,Online,Delhi,3454.42
3865,Men,Training,ZoomX Invincible,3,2.0,7356.92,0,0.0,2025-05-01,Online,Hyderabad,-1144.16
3868,Women,Running,Free RN,11,0.0,3554.76,0.51,0.0,2025-04-27,Online,Bangalore,-593.5
3869,Women,Basketball,LeBron 20,3,3.0,7599.38,1.17,-3875.68,2025-04-27,Retail,Delhi,-633.81
3871,Women,Training,SuperRep Go,4,3.0,5628.213958333334,0,0.0,2024-09-17,Retail,Delhi,1773.99
3873,Men,Soccer,Tiempo Legend,2,3.0,5638.320256410257,0,0.0,2024-09-17,Online,Bangalore,996.15
3874,Women,Basketball,LeBron 20,4,4.0,3305.6,0.7,3966.72,2024-08-27,Online,Kolkata,1605.13
3875,Women,Basketball,LeBron 20,3,0.0,3304.18,0.9,0.0,2024-08-27,Retail,Pune,3345.28
3876,Men,Soccer,Phantom GT,4,-1.0,4310.9,0,0.0,2024-12-24,Retail,Hyderabad,3835.88
3879,Men,Training,Flex Trainer,11,0.0,6473.43,0.1,0.0,2024-08-13,Retail,Pune,2954.36
3885,Men,Training,Metcon 7,4,2.0,6019.014594594595,0,0.0,2024-11-10,Online,Bangalore,-512.97
3887,Women,Basketball,Zoom Freak,10,4.0,6748.174761904761,0,0.0,2025-06-07,Online,Mumbai,3824.51
3891,Men,Training,ZoomX Invincible,3,0.0,9453.17,0,0.0,2025-02-13,Retail,Bangalore,3832.99
3894,Women,Soccer,Premier III,11,-1.0,5255.98,1.03,157.68,2024-06-08,Online,Pune,-1067.96
3895,Men,Soccer,Tiempo Legend,4,-1.0,5638.320256410257,0,0.0,2025-02-15,Online,Hyderabad,366.35
3897,Women,Soccer,Tiempo Legend,8,2.0,6050.27,0.69,3751.17,2025-02-15,Retail,Delhi,3332.49
3898,Men,Basketball,LeBron 20,3,1.0,6092.007142857143,0.07,0.0,2025-02-27,Retail,Hyderabad,1353.92
3899,Men,Basketball,Zoom Freak,3,1.0,6748.174761904761,0.75,0.0,2025-02-27,Retail,Pune,-579.76
3900,Men,Basketball,Zoom Freak,2,3.0,9599.44,0,0.0,2024-11-01,Retail,Delhi,-553.3
3904,Kids,Soccer,Phantom GT,3,2.0,7775.87,0,0.0,2025-05-28,Retail,Bangalore,1143.11
3906,Men,Lifestyle,Dunk Low,4,4.0,7588.77,0.14,26105.37,2024-09-04,Online,Hyderabad,3435.73
3907,Women,Running,React Infinity,3,3.0,6447.061224489796,0,0.0,2024-09-04,Retail,Delhi,3362.1
3911,Men,Soccer,Premier III,2,1.0,5598.98,0,0.0,2025-05-07,Retail,Mumbai,3070.67
3912,Kids,Basketball,LeBron 20,3,-1.0,6977.03,0,0.0,2025-05-31,Online,Pune,-670.41
3913,Kids,Training,ZoomX Invincible,4,1.0,5255.09,0,0.0,2024-06-12,Retail,Delhi,2941.84
3914,Kids,Soccer,Tiempo Legend,4,2.0,5638.320256410257,0,0.0,2024-10-29,Retail,Delhi,1253.02
3915,Men,Running,Free RN,2,2.0,7962.36,0,0.0,2025-03-12,Online,Pune,3067.47
3916,Women,Soccer,Premier III,3,3.0,5879.875,0,0.0,2025-03-12,Retail,Kolkata,1315.69
3917,Women,Running,React Infinity,3,0.0,4726.33,0,0.0,2024-10-02,Online,Pune,3551.31
2032,Kids,Lifestyle,Waffle One,6,-1.0,5619.815833333333,0,0.0,2025-03-08,Retail,Bangalore,2281.5
3923,Men,Basketball,LeBron 20,4,0.0,2187.01,0,0.0,2025-01-21,Online,Kolkata,-197.46
3925,Kids,Basketball,LeBron 20,2,2.0,6092.007142857143,0.23,0.0,2025-04-19,Retail,Hyderabad,36.04
3926,Men,Lifestyle,Dunk Low,4,2.0,4791.86,0,0.0,2024-11-08,Online,Mumbai,2972.86
3932,Kids,Training,SuperRep Go,3,4.0,4520.97,0.54,8318.58,2025-06-10,Retail,Bangalore,1289.36
3933,Men,Training,SuperRep Go,4,4.0,5628.213958333334,0,0.0,2025-01-25,Online,Pune,1348.54
3936,Kids,Lifestyle,Blazer Mid,2,3.0,3544.33,0,0.0,2023-07-28,Retail,Pune,1983.5
3938,Kids,Training,SuperRep Go,8,1.0,2823.65,0,0.0,2024-12-07,Online,Kolkata,1933.98
3942,Men,Lifestyle,Blazer Mid,2,1.0,3283.25,0,0.0,2024-04-27,Online,Delhi,-938.81
2042,Kids,Soccer,Tiempo Legend,3,4.0,8290.97,0,0.0,2024-12-30,Online,Delhi,-84.8
3955,Kids,Training,SuperRep Go,4,3.0,5628.213958333334,0,0.0,2025-01-16,Retail,Pune,1798.76
3959,Kids,Lifestyle,Dunk Low,2,4.0,6091.98,0,0.0,2025-01-12,Retail,Mumbai,2494.96
2041,Kids,Soccer,Tiempo Legend,2,-1.0,4414.63,0,0.0,2025-02-27,Online,Bangalore,1709.18
3963,Men,Soccer,Mercurial Superfly,4,1.0,6698.41,0,0.0,2025-02-27,Retail,Mumbai,-245.76
3964,Women,Training,ZoomX Invincible,4,-1.0,6594.948909090909,0,0.0,2025-01-03,Retail,Kolkata,117.6
3970,Men,Soccer,Phantom GT,3,0.0,9990.8,0,0.0,2025-06-29,Retail,Kolkata,3351.31
3972,Men,Running,Pegasus Turbo,4,1.0,6047.902291666666,0,0.0,2024-12-20,Retail,Bangalore,1990.32
3973,Kids,Running,React Infinity,2,2.0,6447.061224489796,0,0.0,2024-12-20,Online,Bangalore,-475.2
3974,Men,Lifestyle,Dunk Low,3,4.0,6179.874130434783,0,0.0,2024-03-22,Retail,Delhi,97.6
3975,Women,Soccer,Tiempo Legend,2,3.0,5638.320256410257,0,0.0,2025-03-22,Retail,Mumbai,1293.38
3976,Men,Training,SuperRep Go,3,4.0,7534.51,1.05,-1506.9,2024-12-12,Retail,Delhi,778.13
3977,Men,Soccer,Mercurial Superfly,3,0.0,7483.74,0.21,0.0,2025-05-11,Online,Delhi,2545.49
3979,Men,Training,ZoomX Invincible,2,3.0,6594.948909090909,0.5,0.0,2025-06-11,Online,Pune,896.9
3983,Kids,Lifestyle,Waffle One,3,4.0,5619.815833333333,0.22,0.0,2024-10-16,Online,Pune,633.64
2048,Kids,Basketball,Air Jordan,4,2.0,8918.66,1.19,-3389.09,2024-02-14,Retail,Delhi,1889.03
3986,Kids,Running,Air Zoom,3,1.0,5842.576458333334,0,0.0,2024-11-10,Retail,Mumbai,681.84
3987,Kids,Basketball,Zoom Freak,3,2.0,6748.174761904761,0,0.0,2024-08-18,Retail,Hyderabad,3908.61
3988,Kids,Lifestyle,Blazer Mid,2,4.0,7945.46,0.67,10488.01,2024-10-10,Online,Pune,3698.62
3989,Men,Training,Metcon 7,3,-1.0,6019.014594594595,0,0.0,2024-10-20,Online,Bangalore,1005.26
3990,Kids,Basketball,Air Jordan,11,0.0,6064.126491228069,0,0.0,2024-10-20,Online,Kolkata,2974.82
3992,Men,Lifestyle,Dunk Low,4,-1.0,4431.62,0,0.0,2025-01-13,Online,Pune,-907.76
3993,Kids,Lifestyle,Blazer Mid,7,-1.0,5995.4456451612905,0,0.0,2025-04-25,Retail,Hyderabad,1060.98
3995,Men,Lifestyle,Air Force 1,11,-1.0,6194.755901639345,0.47,0.0,2025-04-12,Online,Delhi,3242.46
3997,Women,Lifestyle,Waffle One,2,4.0,5619.815833333333,0,0.0,2024-01-24,Retail,Hyderabad,-484.62
4000,Women,Basketball,Air Jordan,2,-1.0,6064.126491228069,0.11,0.0,2025-01-09,Retail,Kolkata,309.79
4007,Kids,Soccer,Premier III,4,0.0,5879.875,0,0.0,2025-01-10,Retail,Pune,1746.06
4008,Men,Basketball,LeBron 20,9,3.0,7737.27,0.07,21586.98,2023-12-15,Retail,Hyderabad,180.31
2046,Men,Training,ZoomX Invincible,2,-1.0,5091.2,0,0.0,2025-07-10,Retail,Pune,1544.79
4011,Women,Running,Air Zoom,2,4.0,4909.56,0,0.0,2025-07-04,Retail,Bangalore,2934.53
4013,Women,Basketball,LeBron 20,10,2.0,3794.99,0,0.0,2025-07-04,Online,Hyderabad,1398.9
4015,Men,Lifestyle,Air Force 1,3,4.0,5505.76,0,0.0,2025-07-05,Online,Bangalore,1194.93
4019,Women,Soccer,Tiempo Legend,10,-1.0,5638.320256410257,0.66,0.0,2024-10-27,Online,Bangalore,171.8
4023,Women,Running,Free RN,4,0.0,2376.12,0.76,0.0,2024-11-28,Online,Hyderabad,1267.41
4024,Men,Training,Metcon 7,2,0.0,6019.014594594595,0,0.0,2024-08-29,Retail,Bangalore,-738.85
4026,Men,Basketball,Zoom Freak,4,0.0,3731.78,1.12,0.0,2025-02-17,Online,Hyderabad,-885.09
4028,Women,Running,Pegasus Turbo,9,3.0,6047.902291666666,1.06,0.0,2025-01-12,Retail,Delhi,2568.4
4033,Men,Lifestyle,Blazer Mid,3,4.0,4398.68,0.27,12844.15,2025-04-28,Retail,Bangalore,3573.92
2020,Men,Running,Air Zoom,12,2.0,5614.96,0,0.0,2025-03-05,Online,Kolkata,671.98
4036,Men,Soccer,Mercurial Superfly,2,-1.0,6274.248378378378,0.07,0.0,2025-01-11,Online,Mumbai,2718.34
4042,Kids,Lifestyle,Air Force 1,9,0.0,2566.15,0,0.0,2024-09-09,Online,Hyderabad,-198.88
4047,Men,Running,Air Zoom,12,2.0,5842.576458333334,0,0.0,2025-02-20,Retail,Kolkata,56.56
4053,Women,Soccer,Phantom GT,6,2.0,6263.1849999999995,0,0.0,2025-03-02,Retail,Pune,21.13
4059,Kids,Basketball,Air Jordan,3,1.0,9700.41,1.24,-2328.1,2025-02-03,Retail,Delhi,1000.57
4060,Women,Soccer,Tiempo Legend,3,-1.0,8655.46,0.9,-865.55,2024-08-20,Online,Pune,3159.11
4062,Men,Basketball,Zoom Freak,2,0.0,6748.174761904761,0.48,0.0,2025-05-17,Online,Mumbai,505.51
4063,Kids,Lifestyle,Air Force 1,3,0.0,6194.755901639345,0.38,0.0,2025-05-17,Online,Mumbai,-617.86
4064,Men,Basketball,Air Jordan,3,4.0,6064.126491228069,0.38,0.0,2024-09-24,Retail,Hyderabad,587.63
4066,Kids,Running,React Infinity,3,4.0,6599.26,0.85,3959.56,2025-06-29,Retail,Bangalore,3344.47
4067,Men,Soccer,Mercurial Superfly,2,4.0,7408.31,0,0.0,2025-05-17,Online,Bangalore,1974.4
4068,Men,Soccer,Tiempo Legend,10,-1.0,5638.320256410257,0,0.0,2025-05-17,Online,Pune,1280.59
4073,Kids,Training,Flex Trainer,2,2.0,5732.59,0,0.0,2024-11-30,Online,Kolkata,3353.3
4075,Kids,Running,Free RN,4,-1.0,6094.6030612244895,0,0.0,2025-05-30,Online,Delhi,2484.0
4084,Kids,Running,Air Zoom,7,-1.0,2108.04,0,0.0,2025-03-29,Retail,Kolkata,-1087.34
4085,Men,Lifestyle,Dunk Low,3,4.0,6179.874130434783,1.19,0.0,2025-01-21,Online,Bangalore,1897.69
4086,Women,Running,Air Zoom,4,3.0,4537.02,0,0.0,2025-04-03,Online,Pune,-195.0
4088,Men,Training,Flex Trainer,2,2.0,5649.73,0.41,6666.68,2025-03-16,Retail,Mumbai,1548.1
4092,Women,Lifestyle,Air Force 1,4,-1.0,9861.8,0,0.0,2024-10-23,Online,Delhi,48.02
4093,Women,Lifestyle,Waffle One,11,4.0,8888.58,0,0.0,2024-10-23,Retail,Kolkata,2944.03
4095,Men,Running,Free RN,4,1.0,7129.09,0,0.0,2025-05-18,Online,Pune,1993.16
4098,Men,Lifestyle,Waffle One,3,0.0,5619.815833333333,0,0.0,2024-09-11,Retail,Bangalore,2371.45
4104,Kids,Basketball,Zoom Freak,11,2.0,6748.174761904761,0,0.0,2025-07-16,Online,Bangalore,3999.21
4107,Kids,Running,React Infinity,3,2.0,6447.061224489796,0,0.0,2025-04-27,Retail,Hyderabad,779.19
4108,Kids,Running,Pegasus Turbo,3,2.0,2767.55,0.19,4483.43,2023-11-25,Online,Kolkata,1059.07
4110,Men,Training,Metcon 7,2,2.0,6019.014594594595,0.41,0.0,2024-08-26,Retail,Hyderabad,3387.91
4111,Women,Lifestyle,Waffle One,3,-1.0,4934.05,0.83,-838.79,2024-11-26,Retail,Bangalore,2377.84
4112,Women,Running,React Infinity,3,-1.0,6254.85,0,0.0,2025-04-22,Online,Delhi,2093.68
4113,Kids,Basketball,Zoom Freak,3,2.0,6435.66,1.05,-643.57,2025-05-12,Online,Bangalore,3372.49
4114,Kids,Training,Metcon 7,4,4.0,4307.83,0,0.0,2025-07-13,Retail,Bangalore,-233.59
4118,Kids,Basketball,LeBron 20,4,4.0,5355.64,0,0.0,2025-05-21,Retail,Mumbai,-538.94
4121,Kids,Training,ZoomX Invincible,6,0.0,2763.46,1.0,0.0,2024-11-07,Retail,Bangalore,-399.33
4122,Kids,Lifestyle,Dunk Low,11,1.0,6179.874130434783,0,0.0,2025-06-18,Retail,Mumbai,-261.43
4124,Kids,Basketball,LeBron 20,2,1.0,6092.007142857143,0.0,0.0,2023-10-16,Online,Delhi,477.62
4127,Women,Running,Free RN,3,-1.0,4690.15,0.49,-2391.98,2024-12-21,Online,Kolkata,1331.92
4133,Men,Basketball,Air Jordan,3,3.0,4105.06,0,0.0,2024-11-09,Online,Mumbai,1015.38
4134,Women,Training,ZoomX Invincible,12,1.0,6594.948909090909,1.11,0.0,2024-11-09,Retail,Delhi,2535.71
4140,Women,Running,Air Zoom,4,-1.0,5842.576458333334,0,0.0,2025-04-28,Online,Bangalore,3381.94
4142,Kids,Training,Flex Trainer,3,-1.0,2840.97,0.87,-369.33,2024-12-21,Online,Bangalore,3836.65
4144,Men,Training,ZoomX Invincible,4,-1.0,2335.82,0,0.0,2025-03-26,Online,Bangalore,304.78
4145,Kids,Soccer,Tiempo Legend,2,2.0,5638.320256410257,0,0.0,2025-03-26,Retail,Delhi,285.95
4147,Men,Basketball,Zoom Freak,3,1.0,7659.09,0,0.0,2024-11-26,Online,Delhi,106.35
4148,Kids,Soccer,Phantom GT,7,3.0,5943.25,0,0.0,2025-07-18,Retail,Pune,-900.4
4149,Women,Training,SuperRep Go,10,4.0,5716.52,0,0.0,2024-09-14,Retail,Pune,274.76
4152,Men,Basketball,Kyrie Flytrap,4,1.0,5620.632222222222,0,0.0,2024-08-07,Online,Mumbai,1011.99
4154,Women,Soccer,Tiempo Legend,3,-1.0,5638.320256410257,0,0.0,2025-02-13,Online,Bangalore,2963.38
4155,Kids,Training,Flex Trainer,2,-1.0,8736.2,0.94,-524.17,2025-02-13,Retail,Bangalore,547.28
4157,Men,Basketball,Zoom Freak,4,3.0,6748.174761904761,0,0.0,2025-07-09,Retail,Delhi,-699.76
4159,Women,Running,React Infinity,4,2.0,8683.8,0,0.0,2024-08-18,Online,Delhi,3914.69
4162,Men,Training,SuperRep Go,4,1.0,3782.59,0,0.0,2025-04-16,Online,Pune,1401.88
4164,Men,Soccer,Tiempo Legend,4,0.0,2196.67,0,0.0,2025-07-21,Online,Bangalore,-1088.9
4165,Women,Training,SuperRep Go,4,1.0,5628.213958333334,0.26,0.0,2024-11-20,Online,Bangalore,2194.38
4166,Women,Soccer,Phantom GT,8,0.0,6263.1849999999995,0,0.0,2025-03-05,Online,Delhi,-512.77
4167,Men,Basketball,Kyrie Flytrap,4,-1.0,3354.93,0,0.0,2025-03-05,Retail,Hyderabad,3486.85
4168,Kids,Running,Free RN,10,4.0,6094.6030612244895,0,0.0,2024-06-09,Retail,Mumbai,3282.84
4172,Women,Soccer,Mercurial Superfly,3,1.0,6274.248378378378,0,0.0,2025-01-21,Retail,Bangalore,155.61
4176,Women,Training,ZoomX Invincible,2,1.0,6594.948909090909,0,0.0,2023-09-02,Retail,Hyderabad,2254.67
4181,Women,Running,Free RN,2,3.0,6094.6030612244895,0,0.0,2025-04-05,Retail,Delhi,-564.63
4182,Men,Lifestyle,Dunk Low,4,1.0,9335.57,0,0.0,2024-12-02,Retail,Mumbai,1135.38
4183,Men,Lifestyle,Air Force 1,11,2.0,8647.63,0,0.0,2025-03-23,Retail,Pune,-443.83
4185,Women,Training,ZoomX Invincible,6,3.0,6594.948909090909,0,0.0,2025-02-01,Online,Hyderabad,2562.05
4187,Women,Training,Flex Trainer,3,0.0,5363.84,0.95,0.0,2025-03-10,Retail,Hyderabad,1194.42
2043,Men,Training,Flex Trainer,4,4.0,5957.5976190476185,0.12,0.0,2023-09-30,Online,Pune,-809.91
4193,Kids,Basketball,Kyrie Flytrap,4,1.0,5620.632222222222,0,0.0,2024-12-04,Online,Mumbai,1192.66
4197,Men,Running,React Infinity,4,4.0,7560.6,0,0.0,2023-09-23,Online,Kolkata,1415.35
4201,Kids,Running,React Infinity,3,3.0,6447.061224489796,0,0.0,2025-05-09,Retail,Kolkata,1412.54
4202,Men,Training,SuperRep Go,3,4.0,4996.25,0,0.0,2025-05-16,Online,Pune,299.85
4209,Women,Running,Air Zoom,2,1.0,5842.576458333334,0,0.0,2023-12-03,Online,Kolkata,3222.58
4210,Kids,Training,SuperRep Go,2,3.0,5628.213958333334,0,0.0,2023-12-03,Retail,Mumbai,2738.04
4211,Men,Basketball,Air Jordan,9,0.0,6064.126491228069,1.09,0.0,2025-04-19,Online,Hyderabad,-253.76
4212,Men,Running,React Infinity,4,3.0,6447.061224489796,0.9,0.0,2023-07-29,Online,Kolkata,3556.86
4213,Men,Lifestyle,Dunk Low,3,0.0,6179.874130434783,0,0.0,2024-05-26,Retail,Delhi,1165.42
4215,Men,Training,Flex Trainer,4,3.0,7213.51,0,0.0,2025-07-13,Online,Kolkata,960.82
4216,Kids,Lifestyle,Waffle One,2,-1.0,4989.15,0,0.0,2025-02-23,Online,Delhi,3445.94
4220,Kids,Lifestyle,Dunk Low,2,2.0,2290.64,0.84,733.0,2025-01-31,Retail,Delhi,608.16
4223,Kids,Soccer,Mercurial Superfly,3,1.0,6274.248378378378,0.31,0.0,2025-02-04,Retail,Bangalore,-1152.37
4228,Kids,Training,SuperRep Go,3,3.0,5628.213958333334,0,0.0,2025-05-12,Retail,Kolkata,-448.12
4229,Kids,Running,Free RN,4,4.0,6094.6030612244895,0,0.0,2025-06-20,Online,Pune,3470.61
4231,Kids,Lifestyle,Blazer Mid,4,2.0,6652.23,1.09,-1197.4,2024-01-08,Online,Pune,-780.66
4232,Women,Soccer,Tiempo Legend,10,0.0,5638.320256410257,0,0.0,2024-01-08,Online,Bangalore,-532.52
4237,Men,Basketball,LeBron 20,3,1.0,6092.007142857143,0,0.0,2025-02-15,Online,Delhi,572.58
4238,Men,Soccer,Phantom GT,4,2.0,6489.35,0,0.0,2024-12-14,Online,Hyderabad,-321.44
4244,Men,Training,Metcon 7,4,2.0,6019.014594594595,0.54,0.0,2025-01-09,Retail,Bangalore,161.88
4245,Kids,Basketball,Zoom Freak,2,3.0,6748.174761904761,0.17,0.0,2024-12-12,Online,Delhi,2445.12
4247,Kids,Training,Flex Trainer,2,1.0,5957.5976190476185,0.69,0.0,2025-02-26,Retail,Kolkata,1585.72
4249,Kids,Training,Flex Trainer,3,1.0,2902.95,0.6,1161.18,2024-10-11,Retail,Bangalore,-855.08
4251,Kids,Basketball,LeBron 20,2,1.0,6092.007142857143,0.59,0.0,2024-01-07,Retail,Mumbai,354.2
2019,Men,Running,Free RN,4,2.0,8072.86,0,0.0,2024-08-07,Online,Kolkata,1387.97
4256,Women,Soccer,Tiempo Legend,4,4.0,5638.320256410257,0.52,0.0,2024-12-18,Online,Hyderabad,-782.15
4258,Kids,Lifestyle,Dunk Low,3,-1.0,4189.36,0,0.0,2024-06-10,Retail,Pune,1276.34
4262,Women,Basketball,LeBron 20,4,0.0,6092.007142857143,0,0.0,2025-04-18,Online,Mumbai,-975.63
4264,Kids,Lifestyle,Air Force 1,2,-1.0,6012.55,0,0.0,2024-01-11,Online,Delhi,783.79
4266,Men,Lifestyle,Waffle One,4,3.0,5619.815833333333,0,0.0,2025-07-04,Online,Mumbai,-898.11
4267,Women,Basketball,Zoom Freak,3,0.0,4101.5,0.28,0.0,2025-07-04,Retail,Pune,2289.05
4268,Men,Lifestyle,Waffle One,3,1.0,6321.98,0,0.0,2025-07-04,Online,Mumbai,-557.35
4269,Kids,Basketball,Zoom Freak,3,2.0,6748.174761904761,0,0.0,2025-07-04,Online,Pune,672.46
4273,Kids,Soccer,Phantom GT,7,3.0,3407.16,0,0.0,2025-01-20,Retail,Mumbai,1161.05
4276,Men,Basketball,Kyrie Flytrap,11,3.0,5620.632222222222,0,0.0,2025-02-05,Retail,Bangalore,-1109.4
4283,Men,Training,ZoomX Invincible,2,1.0,9649.36,0.95,482.47,2025-02-26,Retail,Bangalore,1158.69
